City_ID,City,Lat,Lng,Max Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (mph),Country,Datetime
284,Adrar,20.5,-10.07,106.65,9,0,12.08,MR,1592577836
285,Charters Towers,-20.1,146.27,59.0,82,6,6.24,AU,1592577836
286,Aklavik,68.22,-135.01,51.8,76,75,8.05,CA,1592577837
287,Bama,11.52,13.69,95.58,33,46,4.94,NG,1592577838
288,Prince Rupert,54.32,-130.32,57.2,93,90,5.5,CA,1592577838
289,Grand Gaube,-20.01,57.66,72.0,71,92,8.99,MU,1592577839
290,Andenes,69.31,16.12,48.2,66,0,13.87,NO,1592577839
291,Mount Vernon,40.91,-73.84,79.0,60,40,4.7,US,1592577791
292,Okato,-39.2,173.88,48.0,90,5,8.01,NZ,1592577840
293,Tazovsky,67.47,78.7,44.82,59,64,10.98,RU,1592577840
294,Tornio,65.85,24.15,66.2,37,0,12.75,FI,1592577840
295,Benghazi,32.12,20.07,84.22,36,0,7.49,LY,1592577841
296,Yerbogachën,61.28,108.01,56.88,62,0,2.77,RU,1592577841
297,Novy Urengoy,66.08,76.63,47.32,53,30,10.07,RU,1592577842
298,Sitka,57.05,-135.33,51.8,87,75,2.59,US,1592577842
299,Te Anau,-45.42,167.72,35.78,85,89,0.94,NZ,1592578204
300,Samarai,-10.62,150.67,78.84,84,49,14.03,PG,1592578396
301,Bonthe,7.53,-12.51,79.97,82,99,12.73,SL,1592578397
302,Waingapu,-9.66,120.26,76.1,78,97,12.24,ID,1592578399
303,Osa,57.28,55.46,64.53,65,9,3.6,RU,1592578400
304,Fare,-16.7,-151.02,80.42,79,23,7.05,PF,1592578401
305,Maumere,-8.62,122.21,79.99,81,65,11.5,ID,1592578403
306,Saint-Augustin,51.23,-58.65,52.02,67,100,11.48,CA,1592578405
307,Djenné,13.91,-4.55,98.29,31,79,3.27,ML,1592578407
308,Karratha,-20.74,116.85,71.55,51,0,2.98,AU,1592578408
309,Tessalit,20.2,1.01,106.0,11,24,9.78,ML,1592578411
310,Sistranda,63.73,8.83,73.4,53,0,12.75,NO,1592578412
311,Warri,5.52,5.75,84.45,71,99,9.48,NG,1592578413
312,Pitkyaranta,61.57,31.48,67.28,61,29,11.43,RU,1592578416
313,Clyde River,70.47,-68.59,33.8,80,75,5.82,CA,1592578417
314,Kota Kinabalu,5.97,116.07,82.0,94,40,3.36,MY,1592578419
315,Warud,21.47,78.27,86.58,61,94,4.32,IN,1592578420
316,Husavik,66.04,-17.34,57.2,58,20,10.29,IS,1592578421
317,Waddān,29.16,16.14,106.61,7,0,8.03,LY,1592578422
318,Mayo,38.89,-76.51,79.0,74,75,6.93,US,1592578423
319,Ca Mau,9.18,105.15,81.12,82,100,3.87,VN,1592578426
320,Lobito,-12.35,13.55,78.8,78,20,6.93,AO,1592578427
321,Solnechnyy,50.72,136.63,47.57,91,100,4.61,RU,1592578429
322,Okhotsk,59.38,143.3,43.52,95,61,4.05,RU,1592578430
323,Richards Bay,-28.78,32.04,63.61,81,0,0.72,ZA,1592578431
324,Puerto Madero,14.72,-92.42,82.4,83,40,5.82,MX,1592578432
325,Isangel,-19.55,169.27,72.95,80,97,12.66,VU,1592578434
326,San Quintín,30.48,-115.95,62.11,74,98,7.16,MX,1592578435
327,Upernavik,72.79,-56.15,36.41,83,0,9.71,GL,1592578436
328,Nantucket,41.28,-70.1,72.0,78,90,12.75,US,1592578413
329,Otukpo,7.19,8.13,79.14,77,96,2.93,NG,1592578440
330,Port Hardy,50.7,-127.42,60.8,93,90,5.32,CA,1592578442
331,Tiznit Province,29.58,-9.5,76.87,49,0,11.9,MA,1592578443
332,Walvis Bay,-22.96,14.51,89.6,21,0,13.87,NA,1592578174
333,Tautira,-17.73,-149.15,75.2,88,20,3.36,PF,1592578447
334,Muros,42.78,-9.06,64.0,76,2,14.0,ES,1592578448
335,Northam,51.03,-4.22,61.0,80,75,7.0,GB,1592578449
336,Tete,-16.16,33.59,78.8,47,40,3.36,MZ,1592578451
337,Minas,-34.38,-55.24,61.0,87,34,10.29,UY,1592578452
338,Agüimes,27.91,-15.45,78.8,57,20,26.4,ES,1592578453
339,Pendleton,45.67,-118.79,64.99,63,1,5.82,US,1592578454
340,Luena,-11.78,19.92,73.72,31,0,5.12,AO,1592578456
341,Avera,33.19,-82.53,78.8,94,75,3.36,US,1592578458
342,Solano,38.23,-121.95,71.01,72,1,17.22,US,1592578216
343,Schagen,52.79,4.8,73.0,72,75,11.41,NL,1592578461
344,Yudong,29.39,106.52,84.0,69,89,15.66,CN,1592578462
345,Gari,59.43,62.35,59.38,51,72,3.91,RU,1592578464
346,Arrondissement de Nevers,46.92,3.33,69.8,56,68,6.93,FR,1592578465
347,Andria,41.23,16.29,79.0,60,69,3.0,IT,1592578466
348,Oranjemund,-28.55,16.43,70.93,35,0,6.31,NA,1592578468
349,Troitsko-Pechorsk,62.71,56.2,62.56,58,100,7.49,RU,1592578469
350,Guerrero Negro,27.98,-114.06,66.09,72,0,13.8,MX,1592578470
351,Brae,60.4,-1.35,62.6,77,100,6.93,GB,1592578471
352,Galich,58.38,42.35,73.83,72,86,7.99,RU,1592578473
353,Aketi,2.74,23.78,87.8,48,64,2.77,CD,1592578474
354,Rio Grande,-32.03,-52.1,62.6,72,68,5.82,BR,1592578350
355,Krutinka,56.01,71.51,47.64,77,50,7.58,RU,1592578477
356,Banikoara,11.3,2.44,81.99,61,100,4.85,BJ,1592578478
357,Erenhot,43.65,111.98,81.16,25,70,12.53,CN,1592578480
358,Kahului,20.89,-156.47,75.2,69,1,11.41,US,1592578481
359,Severo-Kuril'sk,50.68,156.12,41.7,92,100,15.97,RU,1592578482
360,Buguruslan,53.66,52.44,64.47,70,4,6.31,RU,1592578484
361,Vestmannaeyjar,63.44,-20.27,53.6,76,20,14.99,IS,1592578485
362,Kamari,36.8,25.82,84.0,44,0,4.0,GR,1592578486
363,Nālūt,30.33,10.85,104.79,7,0,18.48,LY,1592578489
364,Camabatela,-8.19,15.38,81.54,22,46,2.13,AO,1592578490
365,Al Bardīyah,31.76,25.09,79.18,44,0,22.41,LY,1592578491
366,Tynda,55.17,124.72,51.84,93,100,7.78,RU,1592578493
367,Bonnyville,54.27,-110.73,48.2,76,75,2.24,CA,1592578494
368,Padang,-0.95,100.35,79.75,77,100,3.51,ID,1592578495
369,Casimcea,44.73,28.37,78.8,88,20,5.82,RO,1592578496
370,Rohatyn,49.41,24.61,73.4,69,75,8.95,UA,1592578498
371,Nanortalik,60.14,-45.24,39.65,87,100,4.43,GL,1592578500
372,Tupanatinga,-8.75,-37.34,75.45,74,84,15.23,BR,1592578502
373,Buin,-33.73,-70.75,50.0,93,90,3.36,CL,1592578504
374,Meadow Lake,34.8,-106.54,73.99,16,40,9.17,US,1592578505
375,Chaykovskiy,56.77,54.11,72.0,39,4,1.99,RU,1592578507
376,Dongobesh,-4.07,35.38,64.08,65,83,6.11,TZ,1592578508
377,Ḩasanābād,36.55,61.05,98.6,10,0,9.93,IR,1592578509
378,Kang,-23.68,22.79,65.44,27,0,7.0,BW,1592578511
379,Cradock,-32.16,25.62,62.06,30,0,12.17,ZA,1592578512
380,Susanville,40.42,-120.65,57.0,29,1,3.36,US,1592578514
381,Jiangyou,31.77,104.72,78.17,62,100,3.0,CN,1592578515
382,Doka,13.52,35.77,87.55,46,84,8.5,SD,1592578516
383,Araouane,18.9,-3.53,107.44,16,71,5.35,ML,1592578518
384,Vanimo,-2.67,141.3,79.39,82,29,3.2,PG,1592578519
385,Santa Helena de Goiás,-17.81,-50.6,78.28,49,17,8.21,BR,1592578520
386,Benjamin Constant,-4.38,-70.03,82.4,78,20,2.24,BR,1592578385
387,Severomuysk,56.15,113.43,43.3,79,33,1.05,RU,1592578523
388,Keuruu,62.27,24.7,75.99,56,40,10.29,FI,1592578526
389,Sena Madureira,-9.07,-68.66,88.36,52,37,2.84,BR,1592578528
390,Broome,42.25,-75.83,75.99,73,90,4.7,US,1592578531
391,Nome,64.5,-165.41,55.0,87,40,4.7,US,1592578533
392,Sarany,58.5,58.88,58.77,55,15,5.26,RU,1592578535
393,Kiama,-34.68,150.87,59.0,78,36,1.99,AU,1592578536
394,Pekalongan,-6.89,109.68,60.01,65,99,3.36,ID,1592578538
395,Placerville,38.73,-120.8,73.99,32,1,5.82,US,1592578539
396,Port Lincoln,-34.73,135.87,54.68,77,0,12.68,AU,1592578540
397,Sergeevka,53.88,67.42,52.21,61,48,5.01,KZ,1592578543
398,Jardim,-21.48,-56.14,82.8,47,0,11.12,BR,1592578457
399,Mana,5.66,-53.78,82.72,77,28,8.03,GF,1592578548
400,Aleksandrov Gay,50.15,48.57,80.29,34,0,11.41,RU,1592578549
401,Yetkul',54.82,61.59,66.2,29,49,6.71,RU,1592578552
402,Nefteyugansk,61.1,72.6,50.0,57,20,4.47,RU,1592578553
403,Chimoré,-16.98,-65.13,79.36,81,70,4.47,BO,1592578555
404,Taoudenni,22.68,-3.98,116.02,5,0,9.15,ML,1592578556
405,Pingliang,35.54,106.69,66.06,70,94,4.05,CN,1592578558
406,Salalah,17.02,54.09,86.0,84,75,8.05,OM,1592578559
407,Ngunguru,-35.62,174.5,57.0,88,68,11.99,NZ,1592578561
408,Bireun,5.2,96.7,79.74,79,91,3.58,ID,1592578562
409,Toyooka,35.53,134.83,65.3,89,97,7.78,JP,1592578564
410,Shingū,33.73,135.98,63.81,89,50,7.18,JP,1592578566
411,Riviere-au-Renard,49.0,-64.4,69.8,64,40,14.99,CA,1592578569
412,Bari,41.12,16.85,75.2,53,20,8.05,IT,1592578571
413,Torata,-17.08,-70.84,64.87,27,1,5.14,PE,1592578576
414,Mosetse,-20.75,26.65,66.29,42,27,12.95,BW,1592578577
415,São Francisco,-15.95,-44.86,80.69,53,73,4.32,BR,1592578579
416,Yeniseysk,58.45,92.17,58.19,95,96,2.93,RU,1592578580
417,Eenhana,-17.47,16.33,78.8,21,0,8.05,NA,1592578581
418,Carutapera,-1.2,-46.02,82.54,81,0,7.49,BR,1592578583
419,Leh,34.17,77.58,57.54,32,64,4.81,IN,1592578585
420,Kunashak,55.7,61.55,66.2,29,54,6.71,RU,1592578586
421,Falmouth,50.15,-5.07,60.8,87,87,13.87,GB,1592578587
422,Nizwá,22.93,57.53,101.3,19,73,9.24,OM,1592578589
423,Noumea,-22.28,166.46,66.2,88,90,8.05,NC,1592578591
424,Bilibino,68.05,166.44,61.32,52,93,3.53,RU,1592578593
425,Paro,27.43,89.41,63.19,70,89,0.47,BT,1592578595
426,Kiryat Gat,31.61,34.76,81.0,33,0,15.99,IL,1592578597
427,Suda,59.15,37.56,64.4,88,90,6.71,RU,1592578599
428,Olafsvik,64.89,-23.71,51.76,68,6,8.23,IS,1592578600
429,Port Macquarie,-31.43,152.92,54.0,97,46,5.46,AU,1592578602
430,Boddam,57.47,-1.78,64.0,93,90,9.17,GB,1592578603
431,Mountain Home,43.13,-115.69,57.2,67,1,9.17,US,1592578606
432,Savannah Bight,16.45,-85.85,81.95,75,89,14.81,HN,1592578608
433,Anloga,5.79,0.9,84.2,74,40,10.29,GH,1592578609
434,Fort Nelson,58.81,-122.7,57.2,87,75,3.13,CA,1592578611
435,Viedma,-40.81,-63.0,57.36,41,0,27.76,AR,1592578612
436,Shenjiamen,29.96,122.3,68.49,90,100,3.71,CN,1592578614
437,Ojinaga,29.57,-104.42,87.8,31,1,6.93,MX,1592578615
438,Charter Township of Clinton,42.59,-82.92,82.99,54,0,3.96,US,1592578617
439,Leningradskiy,69.38,178.42,41.77,71,65,2.57,RU,1592578618
440,São Gabriel,-30.34,-54.32,70.02,83,25,9.4,BR,1592578620
441,Maputo,-25.97,32.59,69.8,60,40,10.29,MZ,1592578621
442,Bubaque,11.28,-15.83,82.29,79,94,11.74,GW,1592578623
443,Boa Vista,2.82,-60.67,80.6,78,75,8.05,BR,1592578508
444,Khāsh,28.22,61.22,90.63,11,30,19.73,IR,1592578626
445,Ambo,-10.13,-76.2,68.0,82,20,4.7,PE,1592578628
446,San Fernando del Valle de Catamarca,-28.47,-65.79,63.0,53,57,1.99,AR,1592578630
447,Gigmoto,13.78,124.39,81.03,81,75,7.16,PH,1592578631
448,Chivay,-15.64,-71.6,55.8,27,0,4.09,PE,1592578633
449,Kralendijk,12.15,-68.27,86.0,70,40,18.34,BQ,1592578635
450,Fukuechō,32.69,128.84,71.73,76,20,18.57,JP,1592578636
451,Dalaoig,17.93,121.72,77.63,91,2,3.04,PH,1592578638
452,Kieta,-6.22,155.63,78.85,79,29,3.27,PG,1592578639
453,Rayong,12.83,101.43,82.4,83,20,4.7,TH,1592578641
454,Waverley,-25.7,28.26,59.0,35,0,2.13,ZA,1592578642
455,Paredon,16.03,-93.87,84.04,67,73,3.18,MX,1592578643
456,Constitución,-35.33,-72.42,56.57,84,34,2.59,CL,1592578645
457,Qiongshan,20.01,110.35,84.2,83,20,8.95,CN,1592578646
458,Qaqortoq,60.72,-46.03,48.2,57,75,5.82,GL,1592578564
459,Pevek,69.7,170.31,42.73,65,30,5.19,RU,1592578649
460,Pak Phanang,8.35,100.2,81.73,80,100,6.26,TH,1592578650
461,Morgan City,29.7,-91.21,84.0,74,1,3.36,US,1592578653
462,Camargo,27.67,-105.17,81.9,30,24,3.02,MX,1592578655
463,Upata,8.01,-62.4,84.0,76,74,6.71,VE,1592578656
464,Marawi,8.0,124.29,77.0,89,100,5.99,PH,1592578658
465,Valdosta,30.83,-83.28,84.0,69,1,4.7,US,1592578501
466,Buraidah,26.33,43.98,104.0,15,0,9.17,SA,1592578661
467,Mānsa,29.98,75.38,103.89,15,45,3.78,IN,1592578662
468,Bridlington,54.08,-0.19,64.99,82,66,13.87,GB,1592578663
469,Novyy Urgal,51.07,132.56,51.15,69,87,3.33,RU,1592578665
470,Parrita,9.52,-84.32,71.6,73,100,8.05,CR,1592578666
471,Juneau,58.3,-134.42,54.0,93,90,8.05,US,1592578575
472,Waipawa,-41.41,175.52,55.0,96,67,2.98,NZ,1592578669
473,Alofi,-19.06,-169.92,69.8,77,3,9.17,NU,1592578669
474,Makokou,0.57,12.86,78.69,83,96,2.26,GA,1592578672
475,Saint-François,46.42,3.91,71.6,46,75,9.17,FR,1592578674
476,Pizarro,4.95,-77.37,83.53,71,20,3.6,CO,1592578675
477,Moroni,-11.7,43.26,84.2,62,20,10.29,KM,1592578677
478,Homer,59.64,-151.55,48.99,76,20,5.82,US,1592578678
479,Tarko-Sale,64.92,77.78,52.0,53,85,15.05,RU,1592578681
480,Clarence Town,-32.58,151.78,55.0,93,2,2.89,AU,1592578682
481,Aksu,41.12,80.26,70.41,33,34,16.84,CN,1592578684
482,Fort-Shevchenko,44.51,50.26,85.46,36,99,25.99,KZ,1592578686
483,Ladário,-19.0,-57.6,84.2,54,6,8.05,BR,1592578688
484,San Carlos,9.66,-68.58,78.42,90,69,3.65,VE,1592578418
485,Jiaojiang,28.68,121.44,73.0,79,100,3.67,CN,1592578692
486,Delmiro Gouveia,-9.39,-38.0,77.0,83,75,11.41,BR,1592578693
487,Huarmey,-10.07,-78.15,68.61,64,0,8.1,PE,1592578642
488,Sayyan,15.17,44.32,74.28,34,89,5.3,YE,1592578696
489,Cap Malheureux,-19.98,57.61,72.0,70,91,10.0,MU,1592578698
490,Salina,38.84,-97.61,68.0,88,90,6.93,US,1592578699
491,Kavaratti,10.57,72.64,84.78,77,100,13.71,IN,1592578700
492,Raudeberg,61.99,5.14,86.0,47,20,10.29,NO,1592578702
493,Verkhnetulomskiy,68.61,31.8,50.0,61,75,8.95,RU,1592578703
494,Mitsamiouli,-11.38,43.28,84.2,62,20,10.29,KM,1592578704
495,Pacific Grove,36.62,-121.92,55.4,87,90,5.82,US,1592578706
496,Dubrovka,53.69,33.51,78.8,44,75,11.18,RU,1592578707
497,Beatrice,40.27,-96.75,66.2,88,1,9.17,US,1592578708
498,Tubualá,9.52,-79.03,80.6,88,75,3.36,PA,1592578709
499,Ulaanbaatar,47.91,106.88,66.2,55,40,20.13,MN,1592578518
500,Wenling,28.37,121.36,73.0,96,100,5.5,CN,1592578715
501,Nishihara,26.18,127.76,84.2,83,75,13.87,JP,1592578716
502,Taltal,-25.4,-70.48,65.41,51,26,3.58,CL,1592578717
503,Vanavara,60.34,102.28,60.55,64,33,6.8,RU,1592578719
504,At-Bashi,41.17,75.81,55.4,38,19,7.16,KG,1592578720
505,Ouro Sogui,15.61,-13.32,103.35,26,0,10.16,SN,1592578721
506,Iracoubo,5.48,-53.2,82.27,78,35,8.01,GF,1592578722
507,Tumpat,6.2,102.17,78.8,94,40,3.36,MY,1592578724
508,Lompoc,34.64,-120.46,57.99,93,90,3.36,US,1592578595
509,Goldsboro,35.38,-77.99,80.01,74,40,4.36,US,1592578439
510,Sakakah,29.97,40.21,95.0,10,0,16.11,SA,1592578728
511,Huilong,31.81,121.66,75.0,86,85,5.12,CN,1592578729
512,Avon,41.45,-82.04,75.0,64,20,5.82,US,1592578731
513,Prieska,-29.66,22.75,65.12,27,0,7.65,ZA,1592578732
514,Zhigalovo,54.81,105.16,57.54,78,15,2.89,RU,1592578734
515,Jumla,29.27,82.18,63.88,72,89,2.1,NP,1592578735
516,Affery,6.32,-3.96,79.7,91,59,2.73,CI,1592578736
517,Chabahar,25.29,60.64,86.76,77,14,11.12,IR,1592578737
518,Khovd,48.01,91.64,68.77,25,100,5.53,MN,1592578739
519,Riyadh,24.69,46.72,107.6,7,12,12.75,SA,1592578684
520,Roald,62.58,6.13,78.01,60,99,23.04,NO,1592578741
521,Grand-Santi,4.25,-54.38,80.35,92,24,2.98,GF,1592578743
522,Lehtmetsa,59.32,25.35,77.0,38,20,13.87,EE,1592578744
523,São João da Barra,-21.64,-41.05,82.4,61,100,6.93,BR,1592578745
524,Kununurra,-15.77,128.73,64.4,37,2,10.25,AU,1592578746
525,Bandrele,-12.91,45.19,80.6,65,100,18.34,YT,1592578748
526,Chute-aux-Outardes,49.12,-68.4,73.4,49,1,8.05,CA,1592578749
527,Port-Gentil,-0.72,8.78,82.4,65,20,6.93,GA,1592578753
528,Colón,9.36,-79.9,81.0,88,87,7.0,PA,1592578464
529,Yumen,40.28,97.2,84.22,14,100,9.82,CN,1592578757
530,Puerto Colombia,10.99,-74.95,84.2,83,75,8.3,CO,1592578609
531,Flinders,-34.58,150.86,59.0,87,35,1.01,AU,1592578759
532,Goderich,43.75,-81.72,75.0,65,0,4.59,CA,1592578761
533,Manmād,20.25,74.45,79.84,75,94,19.51,IN,1592578763
534,Eureka,40.8,-124.16,57.0,100,67,5.95,US,1592578764
535,Palmer,42.16,-72.33,80.01,64,40,3.36,US,1592578724
536,Ţalkhā,31.05,31.38,86.07,31,0,16.93,EG,1592578767
537,Acapulco de Juárez,16.86,-99.89,77.0,88,90,6.93,MX,1592578634
538,Shache,38.42,77.24,77.7,16,0,5.08,CN,1592578769
539,Sangod,24.92,76.28,89.24,39,67,13.44,IN,1592578771
540,Zaysan,47.47,84.87,64.06,38,5,3.94,KZ,1592578774
541,Show Low,34.25,-110.03,68.0,18,1,9.17,US,1592578566
542,Sirte,31.21,16.59,90.91,27,0,15.26,LY,1592578504
543,Kango,0.19,10.1,83.25,67,97,4.09,GA,1592578778
544,Dusetos,55.75,25.85,80.33,54,85,7.09,LT,1592578780
545,Haines Junction,60.75,-137.51,52.54,66,95,3.6,CA,1592578781
546,Worthington,40.09,-83.02,77.0,83,1,5.82,US,1592578784
547,Raja,8.46,25.68,74.64,87,100,2.17,SS,1592578785
548,Alexandria,31.22,29.96,78.8,69,40,13.87,EG,1592578786
549,Dalbandin,28.89,64.41,98.06,8,0,14.25,PK,1592578788
550,Luwingu,-10.26,29.93,69.71,49,87,3.42,ZM,1592578789
551,Muncar,-8.43,114.33,75.43,86,89,1.97,ID,1592578790
552,Ivanovka,42.89,75.08,77.0,44,5,4.47,KG,1592578792
553,Bamnet Narong,15.5,101.69,76.42,88,29,3.2,TH,1592578793
554,Laas,46.62,10.7,62.01,87,75,3.36,IT,1592578795
555,Craig,40.52,-107.55,53.6,50,1,3.36,US,1592578724
556,Pochutla,15.74,-96.47,79.0,78,75,1.77,MX,1592578798
557,Sobolevo,54.43,31.9,79.54,69,100,2.73,RU,1592578799
558,Zagora,30.35,-5.84,97.25,9,0,6.33,MA,1592578801
559,Havelock,34.88,-76.9,82.99,61,90,8.05,US,1592578802
560,Pemangkat,1.17,108.97,79.02,85,100,4.27,ID,1592578804
561,Cuenca,-2.88,-78.98,55.4,100,90,1.52,EC,1592578530
562,Grafton,42.21,-71.69,81.0,64,40,11.41,US,1592578558
563,Tura,25.52,90.22,76.44,96,74,4.29,IN,1592578808
564,Lerwick,60.15,-1.15,62.6,93,90,11.41,GB,1592578531
565,Port Shepstone,-30.74,30.45,66.47,71,0,18.39,ZA,1592578811
566,Lhokseumawe,5.18,97.15,80.06,78,85,4.52,ID,1592578787
567,Corvallis,44.56,-123.26,64.99,100,1,1.86,US,1592578701
568,Akureyri,65.68,-18.09,57.2,58,20,10.29,IS,1592578815
569,Ibanda,-2.8,32.47,78.8,54,20,8.05,TZ,1592578816
